"consumer","line","kind","resource","symbol","dynamic"
"src/game/battlefield/MapGUIEffectsLayer.as","152","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_11","False"
"src/game/battlefield/MapGUIEffectsLayer.as","153","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_13","False"
"src/game/battlefield/MapGUIEffectsLayer.as","154","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_14","False"
"src/game/battlefield/MapGUIEffectsLayer.as","155","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_15","False"
"src/game/battlefield/MapGUIEffectsLayer.as","156","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_16","False"
"src/game/battlefield/MapGUIEffectsLayer.as","157","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_17","False"
"src/game/battlefield/MapGUIEffectsLayer.as","158","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_18","False"
"src/game/battlefield/MapGUIEffectsLayer.as","159","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_19","False"
"src/game/battlefield/MapGUIEffectsLayer.as","160","getSWFClass_static","""swf/tiles_common""","Bg_FireRange_20","False"
"src/game/battlefield/TileMapGraphic.as","532","getSWFClass_static","""swf/new_backgroud_01""","Water_CoastTile","False"
"src/game/environment/AirplaneWedge.as","25","getSWFClass_static","""swf/effects_environment""","airplanes_animation","False"
"src/game/environment/DesertCloud.as","33","getSWFClass_static","""swf/effects_environment""","cloud_animation_02","False"
"src/game/environment/DriftingCloud.as","33","getSWFClass_static","""swf/effects_environment""","cloud_animation_01","False"
"src/game/environment/RiverEffect.as","32","getSWFClass_static","""swf/new_backgroud_01""","Bg_RiverTile_Shine_03","False"
"src/game/environment/RiverEffect.as","34","getSWFClass_static","""swf/new_backgroud_01""","Bg_RiverTile_Shine_02","False"
"src/game/environment/RiverEffect.as","36","getSWFClass_static","""swf/new_backgroud_01""","Bg_RiverTile_Shine_05","False"
"src/game/environment/RiverEffect.as","38","getSWFClass_static","""swf/new_backgroud_01""","Bg_RiverTile_Shine_01","False"
"src/game/environment/RiverEffect.as","41","getSWFClass_static","""swf/new_backgroud_01""","Bg_BadRiverTile_Bubbles_03","False"
"src/game/environment/RiverEffect.as","43","getSWFClass_static","""swf/new_backgroud_01""","Bg_BadRiverTile_Bubbles_02","False"
"src/game/environment/RiverEffect.as","45","getSWFClass_static","""swf/new_backgroud_01""","Bg_BadRiverTile_Bubbles_05","False"
"src/game/environment/RiverEffect.as","47","getSWFClass_static","""swf/new_backgroud_01""","Bg_BadRiverTile_Bubbles_01","False"
"src/game/gameElements/ArtilleryRound.as","83","getSWFClass_static","Config.SWF_EFFECTS_NAME","rocket","False"
"src/game/gameElements/ArtilleryRound.as","129","getSWFClass_static","Config.SWF_EFFECTS_NAME","effect_explosion","False"
"src/game/gameElements/FireMissionObject.as","124","getSWFClass_static","Config.SWF_EFFECTS_NAME","rocket","False"
"src/game/gameElements/FireMissionObject.as","125","getSWFClass_static","Config.SWF_EFFECTS_NAME","effect_explosion","False"
"src/game/gameElements/FireMissionObject.as","428","getSWFClass_static","Config.SWF_EFFECTS_NAME","debris_animation","False"
"src/game/gameElements/FriendSuppressObject.as","34","getSWFClass_static","_loc2_","explosion_friend_artillery","False"
"src/game/gameElements/FriendSuppressObject.as","59","getSWFClass_static","Config.SWF_EFFECTS_NAME","explosion_friend_artillery","False"
"src/game/gameElements/Missile.as","92","getSWFClass_static","Config.SWF_EFFECTS_NAME","rocket","False"
"src/game/gameElements/Missile.as","143","getSWFClass_static","Config.SWF_EFFECTS_NAME","effect_explosion","False"
"src/game/gameElements/NeighborAvatar.as","84","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_visitor_card","False"
"src/game/gameElements/PermanentHFEObject.as","196","getSWFClass_static","Config.SWF_EFFECTS_NAME","City_Liberated_01","False"
"src/game/gameElements/PlayerBuildingObject.as","125","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_status_finished","False"
"src/game/gameElements/PlayerBuildingObject.as","128","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_status_finished1","False"
"src/game/gameElements/ResourceBuildingObject.as","42","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_speed_up","False"
"src/game/gui/AboutDialogClass.as","38","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","AboutDialog","False"
"src/game/gui/AskPartsDialogBig.as","16","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_finish_building","False"
"src/game/gui/AskPartsDialogSmall.as","16","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_finish_building_small","False"
"src/game/gui/CollectionCard.as","41","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_collection_card","False"
"src/game/gui/ComingSoonDialog.as","16","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","popup_comingsoon","False"
"src/game/gui/FirstTimeChooseDialog.as","39","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","FirstTimeChooseMenu","False"
"src/game/gui/GameHUD.as","573","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_top","False"
"src/game/gui/GameHUD.as","574","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_bottom","False"
"src/game/gui/GameHUD.as","577","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_top","False"
"src/game/gui/GameHUD.as","578","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_bottom","False"
"src/game/gui/GameHUD.as","581","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_top","False"
"src/game/gui/GameHUD.as","582","getSWFClass_static","Config.SWF_INTERFACE_NAME","hud_new_bottom","False"
"src/game/gui/GameHUD.as","2389","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_repair_01","False"
"src/game/gui/GameHUD.as","2402","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_repair_01","False"
"src/game/gui/GameHUD.as","2415","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_repair_01","False"
"src/game/gui/GameHUD.as","2428","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_circle_01","False"
"src/game/gui/GameHUD.as","2442","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_circle_01","False"
"src/game/gui/GameHUD.as","2454","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_circle_01","False"
"src/game/gui/GiveFilePermissionDialog.as","24","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","GiveFilePermissionMenu","False"
"src/game/gui/HelpDialogClass.as","40","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","HelpDialog","False"
"src/game/gui/HireFriendProductionDialog.as","52","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","popup_hire_friends","False"
"src/game/gui/IconLoader.as","83","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_progress","False"
"src/game/gui/IconLoader.as","140","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_progress","False"
"src/game/gui/NotificationDialogClass.as","39","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","NotificationDialog","False"
"src/game/gui/PauseDialog.as","61","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","MainMenu","False"
"src/game/gui/ProductionDialog.as","68","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_set_production","False"
"src/game/gui/SettingsDialogClass.as","56","getSWFClass_static","Config.SWF_MAIN_MENU_NAME","SettingsDialog","False"
"src/game/gui/ShopDialog.as","99","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","New_shop_ipad","False"
"src/game/gui/ShopDialog.as","556","getSWFClass_static","Config.SWF_INTERFACE_NAME","grid_highlighted","False"
"src/game/gui/ShopDialog.as","594","getSWFClass_static","Config.SWF_INTERFACE_NAME","T_arrow_LB","False"
"src/game/gui/TooltipHealth.as","117","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_building","False"
"src/game/gui/TooltipHealth.as","131","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_attack","False"
"src/game/gui/TooltipHealth.as","151","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_enemy","False"
"src/game/gui/TooltipHealth.as","165","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_building_enemy","False"
"src/game/gui/TooltipHealth.as","179","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_default_details","False"
"src/game/gui/TooltipHealth.as","193","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_building_waterplant","False"
"src/game/gui/TooltipHealth.as","208","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_details","False"
"src/game/gui/TooltipHealth.as","223","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_default","False"
"src/game/gui/TooltipHUD.as","50","getSWFClass_static","Config.SWF_INTERFACE_NAME","tooltip_details","False"
"src/game/gui/TooltipMap.as","51","getSWFClass_static","""swf/map""","tooltip_campaign","False"
"src/game/gui/fireMission/FireMissionDialog.as","72","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","popup_newpowerup","False"
"src/game/gui/inventory/InventoryDialog.as","55","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","New_inventory_ipad","False"
"src/game/gui/inventory/InventoryDialog.as","257","getSWFClass_static","Config.SWF_INTERFACE_NAME","T_arrow_LB","False"
"src/game/gui/popups/AreaLockedWindow.as","30","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked","False"
"src/game/gui/popups/ArmorCapFullWindow.as","22","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_armor_cap_full","False"
"src/game/gui/popups/ArtilleryCapFullWindow.as","22","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_artillery_cap_full","False"
"src/game/gui/popups/AskReviveWindow.as","23","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_revive_crops","False"
"src/game/gui/popups/BuyGoldWindow.as","25","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_buy_gold","False"
"src/game/gui/popups/BuyMoneyNewWindow.as","25","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_buy_cash","False"
"src/game/gui/popups/BuyMoneyWindow.as","28","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_exchange_cash","False"
"src/game/gui/popups/CampaignProgressWindow.as","35","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_campaign_progress","False"
"src/game/gui/popups/CampaignWindow.as","52","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_campaign","False"
"src/game/gui/popups/CharacterDialoqueWindow.as","26","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_dialogue","False"
"src/game/gui/popups/CollectionTradedWindow.as","26","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_story","False"
"src/game/gui/popups/ConfirmRedeploymentWindow.as","29","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_confirm_redeploy","False"
"src/game/gui/popups/ConfirmRestartTutorialWindow.as","28","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_confirm_restart_tutorial","False"
"src/game/gui/popups/ConfirmSellingWindow.as","35","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_confirm_selling","False"
"src/game/gui/popups/CorpseMarkerWindow.as","31","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_no_health","False"
"src/game/gui/popups/DailyRewardWindow.as","54","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_daily_rewards","False"
"src/game/gui/popups/EnemyOutOfRangeWindow.as","20","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_enemy_too_far","False"
"src/game/gui/popups/ErrorWindow.as","26","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_error_msg","False"
"src/game/gui/popups/ExitConfirmWindow.as","20","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_exit_msg","False"
"src/game/gui/popups/FreeUnitReceivedWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_free_units_reward","False"
"src/game/gui/popups/HiddenErrorWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_error","False"
"src/game/gui/popups/ImmediateSuppliesWindow.as","41","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_buy_immidiate","False"
"src/game/gui/popups/InfantryCapFullWindow.as","22","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_infantry_cap_full","False"
"src/game/gui/popups/IntroWindow.as","37","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_intro","False"
"src/game/gui/popups/IntroWindow.as","55","getSWFClass_static","""swf/intro""","intro_animation","False"
"src/game/gui/popups/InviteFriendsWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_invite_friends","False"
"src/game/gui/popups/LevelUpWindow.as","38","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_levelup","False"
"src/game/gui/popups/MissionCompleteWindow.as","33","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_mission_complete","False"
"src/game/gui/popups/MissionProgressWindow.as","45","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_mission","False"
"src/game/gui/popups/MissionStackWindow.as","78","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_mission_stack","False"
"src/game/gui/popups/OutOfCashWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_not_enough_cash","False"
"src/game/gui/popups/OutOfEnergyWindow.as","27","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_out_of_energy","False"
"src/game/gui/popups/OutOfIntelWindow.as","34","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked_intel","False"
"src/game/gui/popups/OutOfSocialEnergyWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_out_of_social_energy","False"
"src/game/gui/popups/OutOfSuppliesWindow.as","26","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_not_enough_supplies","False"
"src/game/gui/popups/RankMissionWindow.as","78","getSWFClass_static","Config.SWF_POPUPS_01_NAME","popup_ranks","False"
"src/game/gui/popups/RateAppWindow.as","24","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_exit_msg","False"
"src/game/gui/popups/RedeployHealWarningWindow.as","22","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_redeploy_heal_unit","False"
"src/game/gui/popups/SingleAttackWarningWindow.as","19","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_attack_with_multiple","False"
"src/game/gui/popups/SocialLevelUpWindow.as","31","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_honor_levelup","False"
"src/game/gui/popups/SocialWindowNew.as","56","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","popup_invite","False"
"src/game/gui/popups/SocialWindowNew.as","112","getSWFClass_static","Config.SWF_POPUPS_FULLSCREEN_NAME","Row_Friend","False"
"src/game/gui/popups/SupplyCapFullWindow.as","23","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_supply_cap_full","False"
"src/game/gui/popups/TipWindow.as","29","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_ad","False"
"src/game/gui/popups/ToasterWindow.as","21","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_toaster_tip","False"
"src/game/gui/popups/TransactionWindow.as","20","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_error_msg","False"
"src/game/gui/popups/TutorialWindow.as","22","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_tutorial","False"
"src/game/gui/popups/UnitCapFullWindow.as","28","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_unit_cap_full","False"
"src/game/gui/popups/UnitDiedWindow.as","25","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_unit_destroyed","False"
"src/game/gui/popups/UnlockItemByAlliesWindow.as","34","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked_allies","False"
"src/game/gui/popups/UnlockItemByBuildingWindow.as","30","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked","False"
"src/game/gui/popups/UnlockItemByLevelWindow.as","29","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked_level","False"
"src/game/gui/popups/UnlockItemByMissionWindow.as","30","getSWFClass_static","Config.SWF_POPUPS_WARNINGS_NAME","popup_item_locked_mission","False"
"src/game/gui/popups/VisitingRewardWindow.as","36","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_visiting_reward_special","False"
"src/game/gui/popups/VisitingRewardWindow.as","40","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_visiting_reward","False"
"src/game/gui/popups/WelcomeBraggsFrontWindow.as","26","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_welcome","False"
"src/game/gui/popups/WelcomeWindow.as","21","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_welcome","False"
"src/game/gui/popups/WorldMapWindow.as","35","getSWFClass_static","""swf/map""","map","False"
"src/game/gui/pvp/PvPCombatSetupDialog.as","102","getSWFClass_static","""swf/popups_pvp""","popup_pvp_armies","False"
"src/game/gui/pvp/PvPDebriefingDialog.as","37","getSWFClass_static","""swf/popups_pvp""","popup_pvp_loot","False"
"src/game/gui/pvp/PvPHUD.as","225","getSWFClass_static","""swf/pvp_interface""","hud_pvp","False"
"src/game/gui/pvp/PvPHUD.as","283","getSWFClass_static","""swf/pvp_interface""","hud_pvp_turn_shift","False"
"src/game/gui/pvp/PvPHUD.as","812","getSWFClass_static","""swf/popups_pvp""","popup_pvp_loot","False"
"src/game/gui/pvp/PvPMatchUpDialog.as","81","getSWFClass_static","""swf/popups_pvp""","popup_pvp","False"
"src/game/isometric/IsometricScene.as","3774","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_circle_01","False"
"src/game/isometric/IsometricScene.as","3776","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_target_01","False"
"src/game/isometric/IsometricScene.as","3778","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_mark_01","False"
"src/game/isometric/IsometricScene.as","3785","getSWFClass_static","Config.SWF_INTERFACE_NAME","tutorial_circle_01","False"
"src/game/isometric/elements/Renderable.as","699","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_status_low_health","False"
"src/game/isometric/elements/Renderable.as","759","getSWFClass_static","Config.SWF_INTERFACE_NAME","icon_delay","False"
"src/game/states/GameState.as","3716","getSWFClass_static","Config.SWF_POPUPS_START_NAME","popup_loading","False"

